species,collection_no,source_database,collection.authorizer,taxon_no,occurrence.reference_no,collection.reference_no,ma_max,ma_min,ma_mid,lithadj,minor_lithology,minor_lithology2,lithadj2,lithology2,lithology_mel,lithadj_mel,lithology2_mel,ref_lithology_mel,occurrence_no,slice,stage,single_occurrence,strat_range,gp_lat,gp_lng,latdec,lngdec,ma_range,slice_range,lithology1,energetic_system,specimen_no,mni,mni_assumed,abundance_ref,specimens,genus,family
Scapherpeton tectum,45262,Fossilworks,J. Alroy,NA,5929,5929,79.2,79,79.1,"lenticular,""cross stratification"",planar lamination,medium,intraclastic",carbonaceous,NA,NA,NA,sandstone,current signs,sandstone,NA,459546,66,Campanian,no,longer,60.68935818,-65.54796069,50.748342,-111.510076,53,10,sandstone,medium 2,187,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45819,ETE,M. Carrano,NA,11964,11964,78.8,78.6,78.7,NA,argillaceous,NA,NA,NA,sandstone,NA,sandstone,NA,463800,66,Campanian,no,longer,59.03365071,-65.95239188,49.159098,-110.722211,53,10,sandstone,medium 1,188,1,y,NA,peng 2001 missing,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45560,ETE,M. Carrano,NA,11964,11964,81.3,76.2,78.75,fine,"silty,carbonaceous",NA,NA,NA,sandstone,NA,sandstone,NA,461712,66,Campanian,no,longer,60.5337068,-65.16801284,50.68682,-111.138975,53,10,sandstone,medium 1,202,1,y,NA,peng 2001 missing,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45893,ETE,M. Carrano,NA,11964,42675,81.3,76.2,78.75,NA,NA,NA,NA,NA,siltstone,NA,siltstone,NA,464658,66,Campanian,no,longer,59.56162628,-65.47417682,49.74078,-110.71584,53,10,siltstone,medium 1,206,1,y,NA,peng 2001 missing,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45566,ETE,M. Carrano,NA,11964,42675,81.3,76.2,78.75,tabular,"argillaceous,silty",NA,"deformed bedding,ferruginous",siltstone,sandstone,NA,sandstone,NA,461896,66,Campanian,no,longer,59.03801725,-66.25170696,49.100049,-110.93967,53,10,sandstone,medium 1,216,4,n,NA,peng 2001 missing,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45821,ETE,M. Carrano,NA,11964,11964,81.3,76.2,78.75,NA,argillaceous,NA,NA,NA,sandstone,NA,sandstone,NA,463900,66,Campanian,no,longer,59.03536639,-65.94704933,49.16179,-110.719453,53,10,sandstone,medium 1,219,1,y,NA,peng 2001 missing,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45674,ETE,M. Carrano,NA,11964,11964,78.8,78.6,78.7,"planar lamination,deformed bedding,brown","argillaceous,silty",NA,NA,NA,sandstone,NA,sandstone,NA,462958,66,Campanian,no,longer,59.58490947,-65.40791584,49.77593,-110.683642,53,10,sandstone,medium 1,222,1,y,NA,peng 2001 missing,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45261,Fossilworks,J. Alroy,NA,5929,5929,79.2,79,79.1,"""cross stratification"",lag,fine,medium,pebbly",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,459518,66,Campanian,no,longer,60.67607824,-65.48704983,50.749006,-111.458488,53,10,sandstone,medium 2,227,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,47794,PaleoDB,R. Whatley,NA,5929,5929,79.2,79,79.1,"very fine,fine",carbonaceous,NA,NA,NA,sandstone,NA,sandstone,NA,479475,66,Campanian,no,longer,60.70152438,-65.566764,50.755441,-111.531418,53,10,sandstone,medium 1,241,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,22698,ETE,A. Behrensmeyer,NA,5929,5929,79.7,79,79.35,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,220123,66,Campanian,no,longer,60.69210573,-65.55223153,50.74994,-111.514913,53,10,sandstone,medium 1,255,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,47814,PaleoDB,R. Whatley,NA,5929,16643,79.2,79,79.1,planar lamination,"silty,carbonaceous",NA,NA,mudstone,sandstone,NA,sandstone,NA,479703,66,Campanian,no,longer,60.76518735,-65.57157758,50.812055,-111.577622,53,10,sandstone,medium 1,287,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,47795,PaleoDB,R. Whatley,NA,5929,5929,79.2,79,79.1,"lenticular,very fine,fine","silty,carbonaceous",NA,NA,NA,sandstone,NA,sandstone,NA,479501,66,Campanian,no,longer,60.7117971,-65.25778206,50.829138,-111.321971,53,10,sandstone,medium 1,307,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,34302,Fossilworks,J. Alroy,NA,9017,9017,79.7,79,79.35,NA,NA,NA,NA,NA,mudstone,NA,fine-grained siliciclastic,NA,362032,66,Campanian,no,longer,58.93029437,-65.69151769,49.12,-110.47,53,10,mudstone,medium 1,334,5,n,118,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,34309,Fossilworks,J. Alroy,NA,9017,9017,79.7,79,79.35,"fine,pebbly",NA,NA,NA,NA,sandstone,NA,sandstone,NA,362384,66,Campanian,no,longer,58.93029437,-65.69151769,49.12,-110.47,53,10,sandstone,medium 2,458,1,y,118,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45264,Fossilworks,J. Alroy,NA,5929,16643,79.2,79,79.1,"lag,fine,medium,pebbly,intraclastic",NA,"sandy,carbonaceous",NA,siltstone,sandstone,NA,sandstone,NA,459573,66,Campanian,no,longer,60.68660083,-65.5392615,50.747657,-111.502131,53,10,sandstone,medium 2,509,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,14519,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,NA,sandy,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,487852,67,Maastrichtian,no,longer,53.77561785,-65.25146369,43.15,-104.5667,53,10,shale,low,512,9,n,12,NA,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45240,Fossilworks,J. Alroy,NA,5929,5929,79.2,79,79.1,"tabular,""cross stratification"",lag,pebbly,intraclastic",silty,NA,NA,NA,sandstone,current signs,sandstone,NA,459333,66,Campanian,no,longer,60.69340902,-65.54616113,50.752383,-111.511538,53,10,sandstone,medium 2,531,1,y,119,info missing in reference,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,45675,ETE,M. Carrano,NA,12049,12049,70.6,66.043,68.3215,NA,NA,NA,NA,sandstone,claystone,NA,fine-grained siliciclastic,NA,463035,67,Maastrichtian,no,longer,59.89638127,-62.20584851,49.36667,-106.3833,53,10,claystone,low,NA,1,y,12,not specified,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,47816,PaleoDB,R. Whatley,NA,15455,16643,79.2,79,79.1,"planar lamination,fine,medium,sideritic",silty,NA,NA,NA,sandstone,NA,sandstone,NA,479732,66,Campanian,no,longer,60.6815983,-65.50492783,50.750278,-111.474722,53,10,sandstone,medium 1,NA,1,y,119,NA,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,14655,Fossilworks,J. Alroy,NA,1535,1535,68.1,67.9,68,"gray,green",NA,NA,NA,NA,sandstone,NA,sandstone,NA,1147403,67,Maastrichtian,no,longer,60.46140576,-64.59573444,49.3,-108.4,53,10,sandstone,medium 1,NA,1,y,102,not specified,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,14621,Fossilworks,J. Alroy,NA,1921,1921,70.6,66.043,68.3215,NA,NA,NA,NA,NA,siltstone,NA,siltstone,NA,521027,67,Maastrichtian,no,longer,56.18431475,-58.97482315,46.9,-101.5,53,10,siltstone,medium 1,NA,1,y,12,not specified,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,13142,PaleoDB,E. Fara,NA,4381,4377,69.4,69.2,69.3,current ripples,NA,NA,NA,NA,sandstone,current signs,sandstone,NA,149313,67,Maastrichtian,no,longer,58.42520415,-63.31858327,47.8,-106.1,53,10,sandstone,medium 2,NA,61,,103,15 atlantes; vertebrae; dentaries; maxillae; parietals;exoccipitals; postdentary compound bones,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,14596,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,"""cross stratification"",brown,yellow",NA,NA,NA,NA,NA,NA,NA,NA,488985,67,Maastrichtian,no,longer,53.77561785,-65.25146369,43.15,-104.5667,53,10,sandstone,medium 2,NA,NA,,NA,NA,Scapherpeton,Scapherpetontidae
Scapherpeton tectum,14557,Fossilworks,J. Alroy,NA,774,774,70.6,66.043,68.3215,"""cross stratification"",gray",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,287922,67,Maastrichtian,no,longer,53.85065642,-64.92080151,43.3,-104.366667,53,10,sandstone,medium 2,NA,NA,,163,whitmore&martin1986,Scapherpeton,Scapherpetontidae
Scaphiopus wardorum,18359,Fossilworks,J. Alroy,110942,7579,3510,7.3,7.2,7.25,NA,NA,NA,NA,NA,not reported,NA,NA,NA,288113,78,Upper Miocene,no,longer,44.57848913,-94.36982528,42.8068,-97.8463,8,2,not reported,NA,1,1,n,82,1 ilium,Scaphiopus,Pelobatidae
Scaphiopus wardorum,18284,Fossilworks,J. Alroy,110942,7565,25657,15.97,13.6,14.785,"""cross stratification""",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,286989,77,Middle Miocene,no,longer,45.81244016,-93.76904936,42.783333,-100.033333,8,2,sandstone,medium 2,12,4,n,85,posterior parts of 8 ilia; maxilla fragment; fragmented cranial roofing bones; ethmoid fragment; vertebra,Scaphiopus,Pelobatidae
Scaphiopus wardorum,18141,Fossilworks,J. Alroy,110840,687,3503,15.97,13.6,14.785,NA,NA,NA,NA,NA,sandstone,"stream-deposited, fine-grained",sandstone,173,289375,77,Middle Miocene,no,longer,45.85983613,-94.26222298,42.8061,-100.505,8,2,sandstone,medium 1,NA,1,y,19,not specified,Scaphiopus,Pelobatidae
Sclerothorax hypselonotus,134163,PaleoDB,R. Butler,NA,43176,43176,251.3,247.2,249.25,"fine,medium,yellow",NA,NA,NA,NA,NA,NA,NA,NA,1076088,39,Olenekian,no,temporal single,28.55539711,29.245232,50.716944,9.586667,0,1,sandstone,medium 1,1,1,n,226,skull,Sclerothorax,Sclerothoracidae
Sclerothorax hypselonotus,134164,PaleoDB,R. Butler,NA,43178,43178,251.3,247.2,249.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076089,39,Olenekian,no,temporal single,28.95909878,28.86902395,51.180556,9.208333,0,1,sandstone,medium 1,2,2,n,226,skulls and ariculated stuff,Sclerothorax,Sclerothoracidae
Seminobatrachus boltyschkensis,133001,PaleoDB,P. Mannion,NA,42822,42822,58.7,48.6,53.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071588,70,Ypresian,yes,temporal single,39.61394121,34.74952595,48.875833,32.178611,0,1,shale,low,NA,NA,,NA,NA,Seminobatrachus,NA
Shelania laurenti,45418,Fossilworks,J. Alroy,37422,11767,11826,55.8,33.9,44.85,"fine,gray",NA,NA,"fine,tuffaceous,gray",sandstone,NA,NA,NA,NA,460647,71,Lutetian,yes,temporal single,-39.23378293,-56.07781838,-37.833333,-66.1,0,1,sandstone,medium 1,NA,NA,,NA,NA,Shelania,Pipidae
Shelania pascuali,92118,Fossilworks,J. Alroy,NA,31028,31028,48.6,40.4,44.5,"planar lamination,fine,tuffaceous",sandy,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,832130,71,Lutetian,no,temporal single,-43.34297083,-60.74017913,-42.333333,-70,0,1,shale,low,NA,NA,,NA,NA,Shelania,Pipidae
Shelania pascuali,92117,Fossilworks,J. Alroy,NA,31028,31028,48.6,40.4,44.5,"planar lamination,fine,tuffaceous",sandy,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,832129,71,Lutetian,no,temporal single,-43.34297083,-60.74017913,-42.333333,-70,0,1,shale,low,NA,NA,,NA,reference missing,Shelania,Pipidae
Shomronella jordanica,84472,Fossilworks,J. Alroy,NA,28313,28313,145.5,140.2,142.85,"planar lamination,gypsiferous",NA,NA,NA,tuff,NA,NA,NA,NA,784114,56,Berriasian,yes,temporal single,1.680409642,39.41995465,32.45,34.883333,0,1,shale,low,NA,NA,,NA,NA,Shomronella,Pipidae
Siderops kehli,77179,Fossilworks,J. Alroy,37146,43609,26120,189.6,175.6,182.6,"planar lamination,concretionary",NA,calcareous,ooidal,sandstone,NA,NA,NA,NA,719242,48,Toarcian,yes,temporal single,-61.53968737,102.9292801,-25.816667,150.3,0,1,ironstone,medium 1,NA,NA,,NA,NA,Siderops,Chigutisauridae
Sillerpeton permianum,67862,Fossilworks,J. Alroy,156842,31052,19393,290.1,268,279.05,"fine,gray",NA,NA,coarse,conglomerate,NA,NA,NA,NA,629471,33,Kungurian,yes,temporal single,0.975413717,-28.53860343,34.770556,-98.403889,0,1,claystone,low,7,1,y,1,reference missing,Sillerpeton,Phlegethontiidae
Singidella latecostata,31499,PaleoDB,H. Wang,NA,28410,8499,48.6,40.4,44.5,planar lamination,calcareous,NA,NA,"""shale""",NA,NA,NA,NA,785707,71,Lutetian,yes,temporal single,-17.96675502,32.95477614,-4.793889,34.257778,0,1,mudstone,low,NA,NA,,NA,NA,Singidella,NA
Siren hesterna,18597,Fossilworks,J. Alroy,NA,50692,6560,20.43,15.97,18.2,NA,calcareous,NA,"planar lamination,blue",claystone,NA,NA,NA,NA,1200529,76,Lower Miocene,yes,temporal single,32.31249723,-74.36304725,29.7,-82.6,0,1,sandstone,medium 1,NA,NA,,NA,NA,Siren,Sirenidae
Slaugenhopia texensis,79600,PaleoDB,J. Mueller,NA,26846,26846,279.5,268,273.75,"gypsiferous,green,red or brown",NA,conglomeratic,red or brown,sandstone,NA,NA,NA,NA,788179,33,Kungurian,no,temporal single,0.685860842,-30.19992289,33.66,-99.938333,0,1,claystone,low,1,1,y,1,NA,Slaugenhopia,Trimerorhachidae
Slaugenhopia texensis,80717,PaleoDB,J. Mueller,NA,26846,26846,279.5,268,273.75,"green,white",NA,NA,NA,NA,NA,NA,NA,NA,753719,33,Kungurian,no,temporal single,0.586633992,-30.29720358,33.524444,-99.975,0,1,siltstone,medium 1,1,1,y,1,NA,Slaugenhopia,Trimerorhachidae
Spea diversus,154240,NA,C. Boyd,99664,50079,50079,4.9,1.8,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193464,79,Pliocene,no,temporal single,38.13967326,-98.76298622,37.2,-100.3,0,1,NA,NA,1,1,n,1,sacrum + urostyl,Spea,Pelobatidae
Spea diversus,154240,NA,C. Boyd,99659,50079,50079,4.9,1.8,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193465,79,Pliocene,no,temporal single,38.13967326,-98.76298622,37.2,-100.3,0,1,NA,NA,NA,NA,,NA,NA,Spea,Pelobatidae
Spea neuter,17636,Fossilworks,J. Alroy,84028,18285,2356,30.8,26.3,28.55,NA,NA,NA,NA,NA,siltstone,NA,siltstone,177,599224,74,Rupelian,no,longer,48.51014445,-87.72787401,43.3,-102.5,14,4,siltstone,medium 1,1,1,n,149,skeleton,Spea,Pelobatidae
Spea neuter,18803,Fossilworks,J. Alroy,NA,43427,3342,15.97,13.6,14.785,"tuffaceous,gray",argillaceous,NA,NA,NA,sandstone,NA,sandstone,NA,1081422,77,Middle Miocene,no,longer,49.47788385,-105.3926597,45.926111,-111.294722,14,4,sandstone,medium 1,198,24,n,64,24 right ilia,Spea,Pelobatidae
Stanocephalosaurus birdi,95077,PaleoDB,R. Butler,NA,32377,32377,251.3,247.2,249.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,855632,39,Olenekian,yes,temporal single,18.55944351,-34.02256405,34.95,-110.766667,0,1,sandstone,medium 1,1,1,y,1,NA,Stanocephalosaurus,Mastodonsauridae
Stanocephalosaurus new species,95090,PaleoDB,R. Butler,NA,28828,32390,247.2,242,244.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,855776,40,Anisian,yes,temporal single,17.7112185,-34.08365553,34.9,-110.15,0,1,not reported,NA,NA,NA,,NA,NA,Stanocephalosaurus,Paracyclotosauridae
Stenotosaurus gracilis,97846,PaleoDB,R. Butler,NA,33811,33811,247.2,242,244.6,"fine,yellow",NA,NA,NA,NA,NA,NA,NA,NA,882294,40,Anisian,yes,temporal single,29.14100488,29.84275923,50.24,11.323333,0,1,sandstone,medium 1,1,1,y,1,NA,Stenotosaurus,Mastodonsauridae
Stenotosaurus stantonensis,167939,NA,M. Carrano,251607,10295,10295,235,201.6,218.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1264414,43,Norian,yes,temporal single,31.25637631,11.96482058,52.898116,-1.865801,0,1,sandstone,medium 1,1,1,y,1,NA,Stenotosaurus,Mastodonsauridae
Stoschiosaurus nielseni,143870,PaleoDB,R. Butler,NA,46549,46549,252.3,251.3,251.8,NA,sandy,NA,NA,sandstone,NA,NA,NA,NA,1131047,38,Induan,yes,temporal single,43.92942715,22.59109664,74.031667,-21.690278,0,1,claystone,low,1,1,y,1,NA,Stoschiosaurus,Trematosauridae
Subcyclotosaurus brookvalensis,106483,Fossilworks,J. Alroy,NA,7824,35556,247.2,242,244.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087308,40,Anisian,yes,temporal single,-76.79925139,111.6742378,-33.75,151.25,0,1,shale,low,1,1,y,1,NA,Subcyclotosaurus,Mastodonsauridae
Sunnybatrachus purbeckensis,28401,Fossilworks,J. Alroy,37422,30987,8336,145.5,140.2,142.85,NA,cherty/siliceous,"argillaceous,calcareous",NA,claystone,limestone,NA,limestone,NA,301086,56,Berriasian,no,temporal single,33.10265491,16.68944006,50.6,-1.966667,0,1,limestone,low,45,4,n,165,4 distal humeri,Sunnybatrachus,NA
Sunnybatrachus purbeckensis,52312,ETE,M. Carrano,NA,30987,8338,145.5,140.2,142.85,NA,NA,NA,NA,NA,claystone,NA,fine-grained siliciclastic,NA,831962,56,Berriasian,no,temporal single,33.11232938,16.64131231,50.610833,-2.029722,0,1,claystone,low,NA,NA,,165,NA,Sunnybatrachus,NA
Syndyodosuchus tetricus,84719,PaleoDB,J. Mueller,NA,5921,28378,290.1,272.5,281.3,NA,carbonaceous,NA,NA,sandstone,NA,NA,NA,NA,800080,33,Kungurian,yes,temporal single,34.73728454,36.65170486,66.033333,60.05,0,1,shale,low,NA,NA,,NA,NA,Syndyodosuchus,Intasuchidae
Tambachia trogallas,80112,PaleoDB,R. Reisz,NA,30596,26922,290.1,279.5,284.8,"very fine,brown,red",NA,NA,NA,NA,NA,NA,NA,NA,825283,32,Artinskian,yes,temporal single,7.338746664,21.69541415,50.809722,10.618889,0,1,sandstone,medium 1,1,1,y,1,NA,Tambachia,Trematopidae
Tambaroter carrolli,121601,PaleoDB,J. Mueller,NA,38771,38771,290.1,279.5,284.8,NA,NA,NA,NA,NA,conglomerate,NA,NA,1,1000938,32,Artinskian,yes,temporal single,7.312968384,21.70127856,50.783333,10.616667,0,1,conglomerate,high,1,1,n,198,nearly complete skull,Tambaroter,Ostodolepidae
Tersomius mosesi,79531,PaleoDB,J. Mueller,NA,26635,26635,279.5,272.5,276,red,NA,sandy,red or brown,"""shale""",NA,NA,NA,NA,739841,33,Kungurian,yes,temporal single,0.8869647,-27.60521107,35.169444,-97.368611,0,1,shale,low,17,14,n,210,complete and fragmented skulls and jaws,Tersomius,Amphibamidae
Tertrema acuta,120232,PaleoDB,M. Clapham,NA,46572,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131966,39,Olenekian,no,temporal single,55.79396962,22.23953007,78.25,17.84,0,1,shale,low,1,1,y,1,NA,Tertrema,Trematosauridae
Tertrema acuta,120230,PaleoDB,M. Clapham,NA,46568,38416,251.3,247.2,249.25,black,NA,NA,NA,NA,NA,NA,NA,NA,1131906,39,Olenekian,no,temporal single,55.73933456,21.93812557,78.27,16.97,0,1,shale,low,1,1,y,1,NA,Tertrema,Trematosauridae
Tertremoides madagascariensis,144081,PaleoDB,R. Butler,266660,46587,46578,252.3,247.2,249.75,nodular,NA,NA,NA,NA,not reported,NA,NA,190,1132149,39,Olenekian,yes,temporal single,-34.14933984,37.60455821,-13.5,48.85,0,1,not reported,NA,1,1,y,1,NA,Tertremoides,Trematosauridae
Thaumastosaurus wardi,154725,NA,P. Mannion,NA,50285,50285,37.2,33.9,35.55,NA,NA,NA,NA,NA,claystone,NA,fine-grained siliciclastic,NA,1196377,73,Priabonian,no,temporal single,44.85537738,4.00452675,50.669444,-1.539444,0,1,claystone,low,1,1,n,150,right maxilla,Thaumastosaurus,NA
Thaumastosaurus wardi,39662,Fossilworks,J. Alroy,NA,50285,10566,37.2,33.9,35.55,shelly/skeletal,argillaceous,"sandy,calcareous","concretionary,ferruginous",claystone,marl,NA,marl,NA,1196567,73,Priabonian,no,temporal single,44.91350255,3.963397812,50.725,-1.592778,0,1,marl,low,3,1,y,150,squamosal. right maxilla. right ilium,Thaumastosaurus,NA
Thoosuchus acutirostris,28467,Fossilworks,J. Alroy,NA,7854,7854,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,297333,39,Olenekian,yes,temporal single,41.23428211,48.24512706,57.439722,42.1275,0,1,NA,NA,NA,NA,,NA,NA,Thoosuchus,NA
Tirraturhinus smisseni,94541,PaleoDB,M. Uhen,NA,43627,32164,252.3,251.3,251.8,red,NA,NA,NA,NA,NA,NA,NA,NA,1087082,38,Induan,yes,temporal single,-68.96617631,128.1364389,-23.640278,148.901667,0,1,mudstone,low,1,1,y,1,NA,Tirraturhinus,Trematosauridae
Trematosaurus galae,27343,Fossilworks,J. Alroy,NA,45793,7550,251.3,247.2,249.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112606,39,Olenekian,yes,temporal single,34.329202,53.92197298,49.260833,43.673056,0,1,not reported,NA,115,1,y,1,eleveated from element to specimens,Trematosaurus,Trematosauridae
Trematosaurus thuringiensis,134516,PaleoDB,R. Butler,NA,43249,43249,251.3,247.2,249.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076974,39,Olenekian,yes,temporal single,28.71031784,29.52409892,50.816667,10.016667,0,1,not reported,NA,1,1,y,1,NA,Trematosaurus,Trematosauridae
Trematosuchus sobeyi,144330,PaleoDB,R. Butler,266629,46664,46664,251.3,247.2,249.25,NA,calcareous,NA,NA,NA,NA,NA,NA,NA,1134137,39,Olenekian,yes,temporal single,-51.55005596,-10.60954452,-31.9,26.883333,0,1,sandstone,medium 1,2,2,n,1,NA,Trematosuchus,Trematosauridae
Triadobatrachus massinoti,92079,Fossilworks,J. Alroy,156396,30996,30996,252.3,247.2,249.75,nodular,NA,NA,NA,NA,NA,NA,NA,NA,831989,39,Olenekian,yes,temporal single,-34.12742559,38.2174386,-13.160556,49.238056,0,1,shale,low,NA,NA,,NA,NA,Triadobatrachus,NA
Triassurus sixtelae,115162,PaleoDB,R. Butler,NA,37294,37290,242,221.5,231.75,"gray,yellow",NA,NA,NA,NA,NA,NA,NA,NA,970671,42,Carnian,yes,temporal single,40.32171976,76.50916553,40.066667,70.183333,0,1,shale,low,1,1,y,1,NA,Triassurus,NA
Trimerorhachis insignis,80741,PaleoDB,J. Mueller,NA,28611,28415,290.1,279.5,284.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,787990,32,Artinskian,no,longer,-1.118250879,-30.28199073,33.666667,-98.966667,9,2,not reported,NA,1,1,y,1,NA,Trimerorhachis,NA
Trimerorhachis insignis,28264,Fossilworks,J. Alroy,NA,7693,9228,279.5,272.5,276,red,NA,conglomeratic,NA,sandstone,NA,NA,NA,NA,296057,33,Kungurian,no,longer,0.460845037,-29.64989353,33.755833,-99.233333,9,2,claystone,low,4,1,y,1,NA,Trimerorhachis,NA
Trimerorhachis insignis,79815,PaleoDB,J. Mueller,NA,28557,28557,290.1,268,279.05,"""cross stratification"",coarse,red or brown",NA,NA,"planar lamination,gray,yellow",sandstone,NA,NA,NA,NA,787561,33,Kungurian,no,longer,2.261464656,-26.84687053,36.738611,-97.417778,9,2,sandstone,medium 2,9,4,n,228,well preserved skull and half skull;  girdle fragments;  partial skull and should girdle fragments;  3 lower jaw and clavicle,Trimerorhachis,NA
Trimerorhachis insignis,79402,PaleoDB,J. Mueller,NA,28557,28557,290.1,279.5,284.8,gray,NA,sandy,concretionary,ironstone,NA,NA,NA,NA,787458,32,Artinskian,no,longer,0.310326878,-27.84025055,36.161667,-97.340556,9,2,claystone,low,NA,NA,,NA,NA,Trimerorhachis,NA
Trimerorhachis mesops,28256,Fossilworks,J. Alroy,NA,7693,17702,279.5,272.5,276,red,NA,conglomeratic,NA,sandstone,NA,NA,NA,NA,296028,33,Kungurian,yes,temporal single,0.462893986,-29.63242439,33.766667,-99.216667,0,1,claystone,low,8,1,n,211,Skull and vertebral column in poor condition,Trimerorhachis,NA
