order,family,genus,species,iucn,SVL,SVLreliability,habitatNumber,food,pet,medicine,research,religion,other
Anura,Hylidae,Hyloscirtus,lascinius,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,lindae,VU,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,lynchi,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,pacha,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,palmeri,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,pantostictus,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,phyllognathus,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,piceigularis,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,platydactylus,VU,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,psarolaimus,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,ptychodactylus,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,sarampiona,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,simmonsi,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,staufferorum,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,tapichalaca,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,tigrinus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hyloscirtus,torrenticola,VU,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,aguilari,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,albomarginatus,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,alboniger,NT,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,albopunctatus,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,alemani,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,atlanticus,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,balzani,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,bandeirantes,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,benitezi,LC,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,bischoffi,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,botumirim,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,buriti,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,caingua,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,caipora,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,calcaratus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,callipleura,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,cipoensis,NT,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,cordobae,DD,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,crepitans,LC,99999,99999,21,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,cymbalum,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,dentei,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,ericae,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,exastis,DD,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,faber,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,fasciatus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,freicanecae,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,fuentei,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,goianus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,guentheri,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,heilprini,VU,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,hobbsi,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,hutchinsi,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,hypselops,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,jaguariaiventris,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,jimenezi,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,joaquini,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,latistriatus,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,lemai,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,leptolineatus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,leucocheilus,DD,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,liliae,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,lundii,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,marginatus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,marianitae,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,melanopleura,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,microderma,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,multifasciatus,LC,99999,99999,10,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,nympha,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,ornatissimus,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,palaestes,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,paranaiba,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,pardalis,LC,99999,99999,10,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,pellucens,LC,99999,99999,7,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,phaeopleura,DD,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,poaju,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,polytaenius,LC,99999,99999,15,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,pombali,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,prasinus,LC,99999,99999,11,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,pugnax,LC,99999,99999,14,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,pulchellus,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,pulidoi,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,punctatus,LC,99999,99999,10,99999,1,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,raniceps,LC,99999,99999,11,99999,1,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,rhythmicus,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,riojanus,DD,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,roraima,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,rubracylus,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,secedens,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,semiguttatus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,semilineatus,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,sibleszi,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,stellae,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,stenocephalus,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,varelae,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Hypsiboas,wavrini,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,angustilineata,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,debilis,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,graceae,CR,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,infucata,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,insolita,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,lancasteri,LC,99999,99999,7,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,picadoi,NT,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,pictipes,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,rivularis,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,tica,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,xanthosticta,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Isthmohyla,zeteki,NT,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Itapotihyla,langsdorffii,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Megastomatohyla,mixe,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Megastomatohyla,mixomaculata,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Megastomatohyla,nubicola,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Megastomatohyla,pellita,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Myersiohyla,aromatica,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Myersiohyla,chamaeleo,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Myersiohyla,inparquesi,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Myersiohyla,kanaima,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Myersiohyla,loveridgei,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Myersiohyla,neblinaria,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Nyctimantis,rugiceps,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,alboguttatus,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,cabrerai,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,cannatellai,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,carri,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,deridens,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,duellmani,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,festae,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,fuscifacies,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,germani,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,helenae,DD,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,heyeri,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,leoniae,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,leprieurii,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,mimeticus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,mutabor,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,phasmatus,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,planiceps,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,subtilis,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,verruciger,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,vilarsi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,vilmae,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteocephalus,yasuni,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteopilus,crucialis,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteopilus,dominicensis,LC,99999,99999,20,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteopilus,marianae,EN,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteopilus,ocellatus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteopilus,pulchrilineatus,VU,99999,99999,12,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Osteopilus,vastus,EN,99999,99999,7,99999,1,99999,99999,99999,99999
Anura,Hylidae,Osteopilus,wilderi,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,acuminatus,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,auratus,CR,99999,99999,1,99999,1,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,brevirostris,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,edelmoi,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,gyrinaethes,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,kautskyi,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,luteolus,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,maculosus,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,melanomystax,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,punctatus,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,tuberculosus,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Phyllodytes,wuchereri,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,acanthodes,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,ameibothalame,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,arborescandens,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,avia,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,bistincta,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,calthula,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,calvicollina,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,celata,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,cembra,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,charadricola,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,chryses,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,crassa,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,cyanomma,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,cyclada,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,dasypus,CR,99999,99999,2,99999,99999,99999,99999,99999,1
Anura,Hylidae,Plectrohyla,ephemera,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,exquisita,CR,99999,99999,2,99999,99999,99999,99999,99999,1
Anura,Hylidae,Plectrohyla,glandulosa,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,hazelae,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,ixil,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,labedactyla,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,lacertosa,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,matudai,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,miahuatlanensis,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,pachyderma,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,pentheter,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,pokomchi,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,psiloderma,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,pycnochila,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,quecchi,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,robertsorum,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,sabrina,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,sagorum,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,siopela,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,tecunumani,CR,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,teuchestes,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Plectrohyla,thorectes,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudacris,illinoensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudacris,kalmi,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudacris,maculata,LC,99999,99999,13,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudis,bolbodactyla,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudis,fusca,LC,99999,99999,7,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudis,minuta,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudis,platensis,DD,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Pseudis,tocantins,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,acrochorda,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,dendrophasma,CR,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,erythromma,EN,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,euthysanota,NT,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,hypomykter,CR,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,legleri,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,leonhardschultzei,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,macrotympanum,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,panchoi,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,salvadorensis,EN,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,sanctaecrucis,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,spinipollex,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Ptychohyla,zophodes,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scarthyla,goinorum,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scarthyla,vigilans,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,acuminatus,LC,99999,99999,12,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,agilis,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,albicans,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,altae,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,alter,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,angrensis,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,arduous,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,argyreornatus,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,ariadne,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,aromothyella,DD,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,atratus,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,auratus,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,baumgardneri,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,belloni,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,berthae,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,blairi,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,brieni,LC,99999,99999,14,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,cabralensis,DD,99999,99999,7,1,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,caldarum,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,camposseabrai,DD,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,canastrensis,DD,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,cardosoi,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,carnevallii,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,castroviejoi,DD,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,catharinae,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,centralis,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,chiquitanus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,constrictus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,cosenzai,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,cretatus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,crospedospilus,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,cruentommus,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,curicica,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,cuspidatus,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,danae,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,dolloi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,duartei,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,eurydice,LC,99999,99999,10,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,exiguus,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,faivovichi,CR,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,flavoguttatus,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,funereus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,fuscomarginatus,LC,99999,99999,12,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,fuscovarius,LC,99999,99999,12,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,granulatus,LC,99999,99999,14,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,hayii,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,heyeri,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,hiemalis,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,humilis,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,ictericus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,imbegue,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Hylidae,Scinax,insperatus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
