order,family,genus,species,iucn,SVL,SVLreliability,habitatNumber,food,pet,medicine,research,religion,other
Anura,Bombinatoridae,Bombina,pachypus,EN,99999,99999,11,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,atelopoide,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,brunneus,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,bufonoides,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,ferruginus,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,garbeana,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,guarani,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,hermogenesi,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,izecksohni,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,margaritatus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,nodoterga,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,pitanga,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,pombali,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,pulex,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,toby,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,tridactylus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Brachycephalus,vertebralis,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,abdita,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,bolbodactyla,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,concolor,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,epipeda,NT,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,erythromera,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,gehrti,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,gualteri,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,henselii,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,hoehnei,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,izecksohni,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,juipoca,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,karst,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,lactea,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,manezinho,NT,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,melanopygia,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,nanahallux,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,nasuta,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,nigriventris,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,octavioi,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,oea,NT,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,paranaensis,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,parva,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,penaxavantinho,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,pusilla,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,randorum,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,sambaqui,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,spanios,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,surda,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,venancioi,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,verrucosa,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brachycephalidae,Ischnocnema,vizottoi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Balebreviceps,hillmani,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,acutirostris,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,adspersus,LC,99999,99999,10,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,branchi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,maculatus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,montanus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,namaquensis,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,poweri,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,rosei,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Breviceps,sylvestris,EN,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Callulina,hanseni,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Callulina,kanga,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Callulina,kisiwamsitu,EN,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Callulina,meteora,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Callulina,shengena,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Probreviceps,loveridgei,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Brevicipitidae,Probreviceps,uluguruensis,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Adenomus,dasi,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Adenomus,kandianus,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Altiphrynoides,osgoodi,VU,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amazophrynella,bokermanni,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amazophrynella,manaos,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amazophrynella,vote,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,asmarae,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,buchneri,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,camerunensis,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,cristiglans,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,danielae,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,djohongensis,EN,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,funereus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,kerinyagae,LC,99999,99999,7,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,kisoloensis,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,langanoensis,DD,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,lemairii,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,pardalis,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,perreti,VU,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,poweri,LC,99999,99999,10,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,rangeri,LC,99999,99999,12,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,steindachneri,LC,99999,99999,12,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,taiensis,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,togoensis,NT,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,tuberosus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,turkanae,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,urunguensis,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,villiersi,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Amietophrynus,vittatus,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Anaxyrus,compactilis,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Anaxyrus,mexicanus,NT,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Andinophryne,atelopoides,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Andinophryne,colomai,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Andinophryne,olallai,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,albomaculata,NT,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,echinata,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,fuliginea,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,glandulosa,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,guibei,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,hanitschi,NT,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,kraensis,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,latidisca,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,latiffi,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,leptopus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,longidigita,NT,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,malayana,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,mcgregori,VU,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,minuta,NT,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,muelleri,VU,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,penangensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,platysoma,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,siamensis,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,spinulifer,NT,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,tiomanica,VU,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ansonia,torrentis,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,andinus,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,ardila,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,barbotini,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,chirripoensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,chrysocorallus,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,dimorphus,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,epikeisthos,CR,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,eusebiodiazi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,famelicus,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,gigas,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,guitarraensis,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,hoogmoedi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,loettersi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,lozanoi,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,mandingues,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,marinkellei,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,mittermeieri,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,monohernandezii,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,nocturnus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,onorei,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,orcesi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,oxapampae,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,palmatus,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,pastuso,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,petersi,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,petriruizi,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,podocarpus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,pulcher,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,pyrodactylus,CR,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,reticulatus,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,sanjosei,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,siranus,DD,99999,99999,3,99999,1,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,sonsonensis,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,tamaensis,CR,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Atelopus,vermiculatus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Barbarophryne,brongersmai,NT,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,ailaoanus,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,aspinius,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,cryptotympanicus,NT,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,eichwaldi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,kabischi,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,luchunnicus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,menglianus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,pageoti,NT,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,spinosus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,stejnegeri,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,taxkorensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,tuberospinius,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufo,wolongensis,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufoides,meghalayanus,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,balearicus,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,baturae,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,boulengeri,LC,99999,99999,20,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,luristanicus,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,oblongus,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,pewzowi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,pseudoraddei,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,shaartusiensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,siculus,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,surdus,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,turanensis,LC,99999,99999,7,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,variabilis,DD,99999,99999,16,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,zamdaensis,DD,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Bufotes,zugmayeri,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,berthalutzae,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,brevipollicatus,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,carvalhoi,EN,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,krausae,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,leucomystax,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,oreites,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,organensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,proboscideus,LC,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,skuki,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Dendrophryniscus,stawiarskyi,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,atukoralei,LC,99999,99999,10,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,beddomii,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,brevirostris,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,chandai,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,cyphosus,LC,99999,99999,10,1,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,dhufarensis,LC,99999,99999,8,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,hololius,DD,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,kiphirensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,kotagamai,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,mamitensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,manipurensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,microtympanum,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,mizoramensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,nagalandensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,olivaceus,LC,99999,99999,9,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,parietalis,NT,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,scaber,LC,99999,99999,10,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,scorteccii,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,silentvalleyensis,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,stomaticus,LC,99999,99999,13,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,stuarti,DD,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,sumatranus,CR,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,totol,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,valhallae,DD,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Duttaphrynus,wokhaensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Epidalea,calamita,LC,99999,99999,16,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Frostius,erythrophthalmus,DD,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Frostius,pernambucensis,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ghatophryne,rubigina,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,bocourti,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,campbelli,NT,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,canaliferus,LC,99999,99999,7,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,cavifrons,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,cristatus,CR,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,epioticus,LC,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,gemmifer,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,guanacaste,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,intermedius,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,karenlipsae,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,leucomyos,EN,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,macrocristatus,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,majordomus,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,marmoreus,LC,99999,99999,6,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,mazatlanensis,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,mccoyi,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,occidentalis,LC,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,peripatetes,CR,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,perplexus,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,spiculatus,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,tacanensis,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,tutelarius,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Incilius,valliceps,LC,99999,99999,11,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,celebensis,LC,99999,99999,19,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,claviger,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,galeatus,LC,99999,99999,4,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,gollum,DD,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,kumquat,EN,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,ledongensis,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,macrotis,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,philippinicus,LC,99999,99999,20,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Ingerophrynus,quadriporcatus,LC,99999,99999,5,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Laurentophryne,parkeri,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Melanophryniscus,alipioi,DD,99999,99999,1,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Melanophryniscus,cambaraensis,DD,99999,99999,6,99999,1,99999,99999,99999,99999
Anura,Bufonidae,Melanophryniscus,cupreuscapularis,NT,99999,99999,3,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Melanophryniscus,dorsalis,VU,99999,99999,2,99999,99999,99999,99999,99999,99999
Anura,Bufonidae,Melanophryniscus,estebani,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999
